,char,tag
1476,"['《', '杠', '上', '开', '花', '》', '是', '森', '田', '传', '媒', '、', '江', '苏', '创', '界', '等', '联', '合', '出', '品', '的', '喜', '剧', '电', '影', '，', '由', '贾', '一', '平', '执', '导', '并', '主', '演', '，', '刘', '雨', '欣', '、', '袁', '弘', '、', '吴', '志', '雄', '、', '赵', '滨', '、', '王', '迅', '等', '共', '同', '出', '演']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1477,"['龙', '川', '县', '和', '佗', '城', '镇', '高', '度', '重', '视', '苏', '维', '埃', '政', '府', '遗', '址', '的', '重', '建', '工', '作', '，', '基', '本', '效', '仿', '原', '型', '，', '并', '立', '一', '尊', '黄', '克', '半', '身', '塑', '像', '，', '重', '刻', '碑', '文', '，', '新', '建', '一', '道', '碑', '林', '墙', '，', '为', '革', '命', '历', '史', '资', '料', '、', '文', '物', '布', '展', '，', '建', '成', '后', '作', '为', '该', '县', '的', '爱', '国', '主', '义', '教', '育', '基', '地']","['B_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1478,"['2', ' ', ' ', '年', '，', '王', '守', '觉', '复', '员', '后', '到', '已', '迁', '至', '上', '海', '的', '同', '济', '大', '学', '继', '续', '学', '习']","['O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O']"
1479,"['杜', '尔', '穆', '斯', ' ', '，', '出', '生', '于', '1', '9', '9', '4', '年', '，', '土', '耳', '其', '人', '，', '身', '高', '1', '7', '9', 'c', 'm', '，', '体', '重', '7', '2', 'k', 'g', '，', '所', '属', '球', '队', '是', '土', '耳', '其']","['B_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'M_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1480,"['《', '领', '导', '管', '人', '流', '程', '管', '事', '2', '》', '是', '2', '0', '1', '0', '年', '中', '国', '经', '济', '出', '版', '社', '出', '版', '的', '图', '书', '，', '作', '者', '是', '曾', '伟']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'E_人物']"
1481,"['《', '伴', '你', '高', '飞', '》', '是', '导', '演', '李', '虹', '在', '1', '9', '9', '8', '年', '的', '处', '女', '作']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1482,"['《', '传', '奇', '陆', '小', '风', '》', '作', '者', '是', '古', '贤', '，', '连', '载', '网', '站', '是', '1', '7', 'k', '小', '说', '网', '，', '属', '于', '小', '说']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站', 'O', 'O', 'O', 'O', 'O']"
1483,"['今', '天', '小', '编', '就', '为', '大', '家', '盘', '点', '几', '个', '我', '们', '儿', '时', '喜', '欢', '看', '的', '动', '漫', '《', '黑', '猫', '警', '长', '》', '是', '由', '戴', '铁', '郎', '、', '范', '马', '迪', '导', '演', '，', '顾', '建', '国', '、', '秦', '宝', '宜', '、', '沈', '加', '清', '、', '薛', '秋', '生', '、', '张', '平', '、', '殷', '奇', '华', '毅', '等', '设', '计', '的', '一', '部', '动', '画', '片', '，', '改', '编', '于', '原', '作', '者', '诸', '志', '祥', '1', '9', '8', '1', '年', '9', '月', '创', '作', '的', '连', '环', '画']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1484,"['《', 'k', 'a', 'h', 'i', 't', ' ', 'i', 's', 'a', 'n', 'g', ' ', 's', 'a', 'g', 'l', 'i', 't', '》', '是', 'g', 'i', 'l', 'b', 'e', 'r', 't', ' ', 'p', 'e', 'r', 'e', 'z', '导', '演', '的', '一', '部', '剧', '情', '电', '影']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'B_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1485,"['《', '一', '帘', '幽', '梦', '》', '是', '费', '玉', '清', '演', '唱', '的', '一', '首', '歌', '曲', '，', '收', '录', '在', '专', '辑', '《', '只', '想', '听', '见', '费', '玉', '清', ' ', '总', '精', '选', '》', '当', '中']","['O', 'B_歌曲', 'M_歌曲', 'M_歌曲', 'E_歌曲', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'M_音乐专辑', 'E_音乐专辑', 'O', 'O', 'O']"
1486,"['黄', '家', '谦', '，', '1', '9', '5', '9', '年', '生', '，', '广', '东', '省', '高', '要', '市', '人', '，', '中', '共', '党', '员', '，', '研', '究', '生', '学', '历']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1487,"['《', '这', '个', '世', '界', '》', '是', '由', '张', '信', '哲', '翻', '唱', '蔡', '蓝', '钦', '作', '品', '，', '收', '录', '于', '1', '9', '9', '3', '年', '专', '辑', '《', '心', '事', '》', '中']","['O', 'B_歌曲', 'M_歌曲', 'M_歌曲', 'E_歌曲', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_音乐专辑', 'E_音乐专辑', 'O', 'O']"
1488,"['《', '鸳', '鸯', '手', '帕', '》', '是', '在', '1', '7', 'k', '小', '说', '网', '连', '载', '的', '小', '说', '，', '作', '者', '是', '夏', '长', '茂']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'M_网站', 'M_网站', 'E_网站', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1489,"['杨', '群', '江', '，', '男', '，', '侗', '族', '，', '出', '生', '于', '六', '十', '年', '代', '，', '广', '西', '柳', '州', '市', '三', '江', '县', '人', '，', '自', '学', '考', '试', '中', '文', '本', '科', '毕', '业']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校']"
1490,"['约', '翰', '·', '沃', '尔', '（', 'j', 'o', 'h', 'n', ' ', 'w', 'a', 'l', 'l', '）', '，', '1', '9', '9', '0', '年', '9', '月', '6', '日', '出', '生', '于', '美', '国', '北', '卡', '罗', '来', '纳', '州', '罗', '利', '（', 'r', 'a', 'l', 'e', 'i', 'g', 'h', ',', ' ', 'n', 'o', 'r', 't', 'h', ' ', 'c', 'a', 'r', 'o', 'l', 'i', 'n', 'a', '）', '，', '美', '国', '职', '业', '篮', '球', '运', '动', '员', '，', '司', '职', '控', '球', '后', '卫', '，', '效', '力', '于', 'n', 'b', 'a', '华', '盛', '顿', '奇', '才', '队']","['B_人物', 'M_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1491,"['百', '度', '名', '片', '人', '物', '简', '介', '蔡', '永', '川', '毕', '业', '于', '中', '山', '大', '学', 'm', 'p', 'a', '-', '-', '公', '共', '管', '理', '硕', '士']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1492,"['《', '成', '均', '馆', '绯', '闻', '》', '是', '韩', '国', 'k', 'b', 's', '电', '视', '台', '于', '2', '0', '1', '0', '年', '8', '月', '3', '0', '日', '起', '播', '出', '的', '月', '火', '剧', '，', '根', '据', '韩', '国', '作', '家', '郑', '恩', '阙', '的', '小', '说', '《', '成', '均', '馆', '儒', '生', '们', '的', '日', '子', '》', '改', '编']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1493,"['龚', '豪', '样', '：', '祖', '籍', '河', '南', '邓', '州', '，', '1', '9', '4', '9', '年', '生', '于', '上', '海', '，', '生', '活', '工', '作', '于', '徐', '州']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1494,"['李', '小', '冉', '1', '9', '7', '6', '年', '5', '月', '8', '日', '生', '于', '北', '京', '，', '1', '9', '9', '5', '年', '毕', '业', '于', '北', '京', '舞', '蹈', '学', '院']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校']"
1495,"['《', '不', '良', '笑', '花', '》', '是', '可', '米', '瑞', '智', '国', '际', '艺', '能', '有', '限', '公', '司', '出', '品', '的', '一', '部', '偶', '像', '剧', '，', '由', '张', '博', '昱', '和', '林', '华', '联', '合', '导', '演', '，', '柴', '智', '屏', '制', '作', '，', '由', '杨', '丞', '琳', '、', '潘', '玮', '柏', '、', '藤', '冈', '靛', '、', '陈', '妍', '希', '等', '人', '主', '演']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1496,"['《', '人', '证', '》', '由', '导', '演', '柳', '国', '庆', '执', '导', '，', '王', '志', '飞', '、', '娟', '子', '、', '白', '凡', '、', '张', '恒', '主', '演', '，', '另', '有', '同', '名', '日', '本', '电', '影', '《', '人', '证', '》']","['O', 'B_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1497,"['伊', '桑', '克', '尔', 's', 't', 'e', 'f', 'a', 'n', ' ', 'i', 'l', 's', 'a', 'n', 'k', 'e', 'r', '，', '男', '，', '奥', '地', '利', '人', '，', '职', '业', '是', '运', '动', '员']","['B_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'M_地点', 'E_地点', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1498,"['《', '游', '龙', '惊', '凤', '》', '是', '由', '“', '台', '湾', '超', '视', '”', '投', '资', '制', '作', '，', '王', '重', '光', '导', '演', '，', '潘', '迎', '紫', '、', '金', '超', '群', '、', '邢', '岷', '山', '主', '演', '的', '古', '装', '电', '视', '剧']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'B_企业', 'M_企业', 'M_企业', 'E_企业', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1499,"['三', '小', '只', '中', '王', '俊', '凯', '去', '年', '先', '行', '一', '部', '，', '已', '经', '是', '北', '京', '电', '影', '学', '院', '大', '一', '的', '学', '生']","['O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O']"
1500,"['2', '0', '1', '1', '年', '，', '格', '恩', '迪', '·', '塔', '塔', '科', '夫', '斯', '基', '接', '手', '执', '导', '这', '部', '电', '影', '，', '而', '《', '精', '灵', '旅', '社', '》', '便', '成', '为', '塔', '塔', '科', '夫', '斯', '基', '个', '人', '的', '第', '一', '部', '影', '片']","['O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1501,"['《', '世', '界', '辣', '么', '大', '》', '是', '一', '部', '由', '腾', '讯', '视', '频', '、', '同', '程', '旅', '游', '、', '思', '美', '传', '媒', '联', '合', '出', '品', '，', '刘', '嘉', '殷', '执', '导', '，', '于', '洋', '、', '于', '朦', '胧', '、', '方', '逸', '伦', '等', '主', '演', '的', '网', '络', '剧', '，', '于', '2', '0', '1', '6', '年', '2', '月', '1', '4', '日', '播', '出']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1502,"['郑', '礼', '林', '，', '女', '，', '1', '9', '6', '3', '年', '6', '月', '出', '生', '，', '1', '9', '8', '7', '年', '7', '月', '毕', '业', '于', '安', '徽', '医', '科', '大', '学', '，', '大', '学', '学', '历', '，', '本', '科', '学', '位', '，', '儿', '科', '副', '主', '任', '医', '师']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1503,"['都', '知', '道', 't', 'f', 'b', 'o', 'y', 's', '的', '三', '位', '成', '员', '年', '龄', '都', '不', '是', '很', '大', '，', '最', '大', '的', '王', '俊', '凯', '今', '年', '也', '不', '过', '是', '1', '8', '岁', '，', '少', '年', '成', '名', '是', '对', '他', '们', '这', '个', '组', '合', '最', '形', '象', '的', '介', '绍', '了', '吧', '，', '不', '过', '易', '烊', '千', '玺', '今', '年', '也', '马', '上', '1', '8', '岁', '了', '，', '要', '开', '始', '上', '大', '学', '了', '，', '很', '多', '粉', '丝', '好', '奇', '他', '最', '终', '会', '选', '择', '哪', '一', '所', '学', '校', '呢', '，', '要', '知', '道', '队', '长', '王', '俊', '凯', '是', '进', '入', '北', '京', '电', '影', '学', '院', '学', '习', '了', '，', '会', '不', '会', '在', '一', '块', '呀']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_学校', 'M_学校', 'M_学校', 'M_学校', 'M_学校', 'E_学校', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1504,"['王', '希', '、', '赵', '东', '标', '、', '云', '乃', '彰', '，', '基', '于', '小', '波', '包', '变', '换', '、', '模', '糊', '控', '制', '的', '电', '解', '加', '工', '间', '隙', '检', '测', '与', '控', '制', '，', '中', '国', '机', '械', '工', '程', '，', '2', '0', '0', '6', '，', '1', '7', '（', '1', '1', '）', ':', '1', '1', '7', '0', '-', '1', '1', '7', '3']","['B_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1505,"['赵', '恒', '佑', ' ', '男', '，', '1', '9', '3', '6', '年', '3', '月', '生', '，', '北', '京', '人']","['B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_地点', 'E_地点', 'O']"
1506,"['我', '爱', '熊', '，', '韩', '国', 'm', 'b', 'c', '电', '视', '台', '出', '品', '电', '视', '剧', '，', '2', '0', '0', '1', '年', '上', '映']","['B_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'B_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'E_企业', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1507,"['《', '美', '丽', '人', '生', '》', '（', 'ビ', 'ュ', 'ー', 'テ', 'ィ', 'フ', 'ル', 'ラ', 'イ', 'フ', '，', 'b', 'e', 'a', 'u', 't', 'i', 'f', 'u', 'l', ' ', 'l', 'i', 'f', 'e', '）', '是', '日', '本', 't', 'b', 's', '电', '视', '台', '于', '2', '0', '0', '0', '年', '1', '月', '1', '6', '日', '至', '3', '月', '2', '6', '日', '期', '间', '播', '出', '的', '爱', '情', '电', '视', '连', '续', '剧']","['O', 'B_影视作品', 'M_影视作品', 'M_影视作品', 'E_影视作品', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'M_企业', 'E_企业', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1508,"['《', '丫', '头', '，', '本', '王', '只', '宠', '你', '》', '是', '一', '部', '小', '说', '，', '作', '者', '是', '雨', '墨', '空', '寂', '，', '连', '载', '网', '站', '潇', '湘', '书', '院']","['O', 'B_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'M_网络小说', 'E_网络小说', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_网站', 'M_网站', 'M_网站', 'E_网站']"
1509,"['基', '本', '资', '料', '球', '员', ':', '尼', '美', '斯', ' ', ' ', '生', '日', ':', '1', '9', '8', '3', '年', '2', '月', '4', '日', ' ', ' ', '身', '高', ':', '1', '8', '1', 'c', 'm', ' ', ' ', '体', '重', ':', '7', '3', 'k', 'g', ' ', ' ', '球', '衣', '号', '码', ':', '1', '1', ' ', ' ', '国', '籍', ':', '葡', '萄', '牙', ' ', ' ', '效', '力', '球', '队', ':', '达', '斯', '亚', ' ', ' ', '场', '上', '位', '置', ':', '前', '锋', '球', '队', '阵', '容', '前', '锋', ' ', ' ', '欧', '思', '曼', ',', '卡', '林', '科', '夫', ',', 'v']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_人物', 'M_人物', 'E_人物', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_国家', 'M_国家', 'E_国家', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1510,"['1', '龙', '潭', '古', '镇', '位', '于', '重', '庆', '市', '渝', '东', '南', '酉', '阳', '土', '家', '族', '苗', '族', '自', '治', '县', '东', '部', '，', '距', '县', '城', '4', '0', '公', '里', '，', '与', '秀', '山', '县', ' ', '接', '壤', '，', '地', '处', '武', '陵', '山', '区', '腹', '地', '，', '为', '酉', '东', '门', '户']","['O', 'B_景点', 'M_景点', 'M_景点', 'E_景点', 'O', 'O', 'B_城市', 'M_城市', 'E_城市', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
