comment,emo
"我的小森16款2.0排量,之前都是加200元92号汽油每次,大约能跑330公里,现在改加95的,每次加满,连续两次了,感觉加满箱油,跑的距离没有分两次加跑的远,满箱油太重了,油耗油现象严重,个人建议每次加油不要加满,200元即可,这样动力充沛的同时耗油更少",中性
"现在的天凉了,理论上来说,哦,乐防冻的机油越好越稀的机油越好,因为天冷之后机油太稠,不好.",中性
"看了你说的这几款车,要是我的话选奇骏,2.0的森动力我认为不够.    ",中性
"还行吧,这车就是操控好点,长途开着累,因为座椅不行没有腰脱,后排坐垫也不算长.我开车也不急不过你要是满载100以上超车真的费劲,等你买了就知道了,不是急不急的问题.自己考虑吧   ",中性
"还行吧,这车就是操控好点,长途开着累,因为座椅不行没有腰脱,后排坐垫也不算长.我开车也不急不过你要是满载100以上超车真的费劲,等你买了就知道了,不是急不急的问题.自己考虑吧   ",负向
还没 价格不合适我就自己开着    ,中性
"酷似狗顶把,刹车顶其他都是浮云.",中性
"5w-30的油完全没有问题,有点烧不可怕,跑长途前检查一下机油,发现不足了补点就不会出现油压不足了.我12款2.5的,五年十一万多公里了.目前一直使用嘉实多5w-30的油.如果用店里520的会烧的更厉害.",中性
"看你这情况没有发动机故障灯,应该和发动机关系不大,亮的是和刹车有关系的,ABS和VDC的,应该是刹车开关接触不良导致亮灯",中性
"你对四s已经很够意思了,我首保后就跑了,不单是你说的那种情况,还源于我的第一辆车是自主品牌b70,保内就换了一个门拉手,自主品牌都能这样,森林人出问题也是极小极小的概率,不想被绑架就外面搞了.我前段用的是美孚一号5w30(水美),这次是美孚授权的专卖店换的金美孚一号0w30机油(这个机油粘度高于5w30的,t动力都没问题,也可以选择0w20的).",中性
脚感比较轻软 偏舒适 效果还是可以,中性
"谢谢大家回复,我试试恢复一下,没注意这导航有复位键,结果再向大家报告. 吐槽一下,这XX导航",中性
"我特意买了个油桶,万一那天去的地方偏,没准就派上用场了.就是不知道加油站给加不.    ",中性
"点个赞,斯巴鲁确实好车,你在路上闪躲都比开其他车信心足.当然了,豪华品牌操控性好的车也有,比如宝马保时捷,但是没开过,没法做对比.",中性
"开始觉得软,是因为斯巴鲁的前段比其他车刹车力度小,但是中后段足够足够用.主要是要适应这个车,同时我建议,找个空地好好试试自己车的急加速和急刹停,自己也好有个底.另外一个个人感受,我的森林人刚开始我感觉软,现在一万多km以后觉得不太软了,估计是刹车也要磨合一下.",中性
"我的车没有注意有这个声音,开空调压缩机和鼓风机开始工作,排查是不是鼓风机声音也很简单,将风量逐渐加大再看哪个声音是不是随之变大.个人意见供参考,必要时四儿子排查.",中性
"相同价位下,不推荐森林人2.0,欧蓝德,探界者,奇骏都不错,2,0的森林人动力还是弱了,跑长途不是太爽,长途动力很重要.欧蓝德胜在便宜实惠,探界者胜在空间大,动力足,奇骏舒适性油耗不错.",中性
森林人唯一不能满足的就是舒适性,负向
"不怀疑斯巴鲁的四驱,但是担心发动机",中性
"十一期间出去玩,连续高速600多公里用时4个多小时,且进服务区车不熄火,机油无损耗.    ",中性
前段软  保持车距 提前刹车就是了  后段还是很有力的,中性
"兄台高手,人狠话不多啊! 我去四s店,果然就是换了个刹车开关,多谢    ",中性
"家庭用如果预算够得话还是冠道吧,虽然我是森林人的车主,但是从家庭应用的角度看还是冠道更加适合家用,大五座的车,开起来动力不错,空间很宽阔,唯一的不足就是大型的吉普车容易过时,过几年换代之后会感觉这车有点....最典型的例子就是汉兰达一代和二代的区别.",中性
"这个价位,又要四驱性能,操控,内饰,隔音,安全,豪华全都到位,那人家破鞋买给谁去?",中性
"这车的中控导航就那么回事了,大家都吐槽",中性
"我去店里,发现他们竟然给我用散装的机油,所以出现这问题了,我现在要求他们用专车专用的了,看看会不会改善    ",中性
"我真想起诉他们,他们的机油不好    ",负向
试驾16款感觉偏软 买了18款刹车感觉不一样了 明显的区别 试驾车和买的车都是2.0,中性
"秦皇岛一分不优惠,还是那个赠送终身机油的活动",中性
"伤车,如果有异响了最好去店里看看",中性
"我的没理会,现在不响了",中性
"我的也响,去4儿子那也是弄了弄后备箱锁,好了一段又开始响,都去两次了    ",负向
"给楼主一套曼牌的三滤吧,机滤W6019,空气滤C2201,空调滤CU22004,森林人能用!",中性
"原厂,专车专用机油0w20的,能缓解",中性
"一样的车,我的油耗8.6略高一些",中性
"那个博世的用了没有,使用效果怎么样,能告诉我一声吗?我双11买机油送了两个博世的,还没有用,想知道你使用后的效果.    ",中性
有优惠吗?豪华还是时尚,中性
"这和跑多少公里没关系!出故障才会冒蓝烟,日常的机油消耗是不会冒蓝烟的,你这车要修了.    ",中性
"关键是两个电极,你没拍到!看两个电极损耗的情况,间隙大了油耗就会增加,换了省的油都够好多火花塞.",中性
"10个月了,1.2w公里,目前无任何异响",中性
"给一下链接,谢谢；原后视镜视角太小,不自动防眩目,加装曲面的出现共振异响,一直想换装",中性
"没遇到.如果响得厉害,找4S.",中性
"一年多跑4万? 使用率挺高啊,机油用啥子啊",中性
"森林人是混合动力的,主要燃料为0w20机油,低转速时汽油辅助燃烧,不存在烧机油现象,机油消耗是正常的",中性
"加的内饰会有反光,影响驾驶-",负向
"新款出来了,加了自动头灯,转向,日行灯,大灯清洗,卤素换成led了,感应雨刷,18寸轮毂,改变是挺多的,挺吸引人,就是一分不优惠啊,赠机油活动也不参加.2016款的2.0,现金优惠15000,终身机油免费……纠结了,不知道该不该上新款,大家给点意见呗?如果新款解决异响了,那还是真的可以,对了新款的行车电脑显示屏功能增加了一些,就是和以前2.5的功能一样了,现在2.0的都标配了.",中性
"档位解锁开关工作声音,也叫档位确认开关.也就是说你发动车时必须要踩刹车的原因.如此开关不工作了,就发动不了车了.放心正常的.    ",中性
"车载地图好像和音频打架,一报导航,音频声音就小多了,我听评书不能中断.你们都咋解决这个问题的?",中性
"还是买2.0省心一点,2.5有的车子会机油消耗大一点.",中性
"还是有的,60kmh,巡航状态发动机基本就在1100-1200区间.应该不是变速箱模拟降档,降档的顿挫是一次性的,而且震动比较明显.现在车在1100-1200是发动机的一种颤动或者说共振,带动中控和前风挡一起共振,发出异响,是持续的,不那么明显.   ",负向
16款2.5两万公里没发现烧机油,中性
"最便宜的刹车提升方法就是换GT刹车,加刹车顶",中性
"价格已经名盘,有意看车   ",中性
"我的车跑到6万后开始烧机油,跑3-4千公里开始报警,车里需要备机油了",负向
"我的老款,副驾遮阳板同响",负向
我就没去4S店 我是去的我朋友开的维修店里 他给的机油应该问题不大...    ,中性
"本来蜡是均匀涂抹的,受热后可能会向发动机某一低矮的部位流动堆积,也属正常~    ",中性
"今天去看了,18款一分不优惠",中性
那阵买16款也是一分不优惠 现在买感觉挺合适的 虽然不优惠但是配置增加了 异响那个也不是都有 我身边好几个开森林人的也没发现异响   ,中性
"混动crv烧机油么,另外噪声控制如何   ",中性
"个人觉得整体的操控感和四驱能力,这个价位里的SUV没几个能比的吧……我说的是SUV!但是后期的维修价钱稍微要贵点,保养价钱上得看个人用的品牌了",中性
"16款2.0的不是氙气灯,我换的这个,效果很好,高速只开这个近光一般就行,稍微有点散,但能接受.散热是物理的,温度不比卤素灯泡高,雪莱特是风扇,但价格高几倍.",中性
那lz用上新的原厂机油后再给大家说说机油消耗情况如何了,中性
建议更换 最好交换机更换 我是13款全程严格按保养手册保养更换 换了你会发现动力响应快多了,中性
"怎么不提空间?CX5的后车门像QQ的车门一样,人钻的进去?",负向
"我当初也是这两辆车在选,先定了傲虎,然后第二天改成了森其实傲虎比森油门响应快,门和高速过弯没感觉又多大差别,应该差不多,傲虎隔音内饰要比森好点-eyesight很有用,建议有条件一定要上!但是森的视野太爽了,老婆开过念念不忘,家里第二台车,也不是太在意空间,所以第二天就改成森了……",正向
"我当初也是这两辆车在选,先定了傲虎,然后第二天改成了森其实傲虎比森油门响应快,门和高速过弯没感觉又多大差别,应该差不多,傲虎隔音内饰要比森好点-eyesight很有用,建议有条件一定要上!但是森的视野太爽了,老婆开过念念不忘,家里第二台车,也不是太在意空间,所以第二天就改成森了……",中性
"您说的对,预算没问题的,主要就是对斯巴鲁特别喜欢,本来家人让选GLC的,但对这车的空间和过于豪华的内饰不感冒,我也考虑下XT,感谢!   ",中性
"斯巴鲁中国市场属于庞大集团控股,垄断经营,就目前形势看,价格不会有很大的下降空间.",中性
"家里有进口老指2.4和森林人2.5的表示这两款各有味道.而国产新指在4s看过就是自由侠plus的感觉,2.4th或许会好一些,但是新指的公路操控和内部空间绝对会不如森林人",负向
"我在买森林人之前也是考虑了Q3  觉得外观好看,质量也是杠杠的 而且也是知名品牌,最后还是感觉空间小,维修保养也不划算,虽然森林人维修也贵,但驾驶感觉是没得比啊",正向
"我在买森林人之前也是考虑了Q5  觉得外观好看,质量也是杠杠的 而且也是知名品牌,最后还是感觉空间小,维修保养也不划算,虽然森林人维修也贵,但驾驶感觉是没得比啊",负向
"这俩车取向完全不一样.买森林人的基本不怎么会买奇骏的吧,反之亦然.我觉得奇骏作为家用车真的挺不错的,空间大,舒服,动力不差,四驱在城市SUV中算好的,真的是很适宜的一部车.   ",正向
"奇骏空间大舒适性好配置高,还有一定的脱困能力,确实适合家用,性价比高.",正向
森林人比XV除了空间大以外还有那些区别?还有你说的小毛病指的是什么啊?在考虑这两个哪个好!    ,正向
你这么问我也只能推荐你cx5顶配了…………不过空间就别奢望了-长途最多一家三口-一家五口有难度- 其实我现在是不推荐你买自吸的-因为日系车的涡轮已经崛起-    ,负向
"力狮,空间太小,坐起来不舒服   ",负向
"油门窜的解决方案就是开一万公里自己洗一次节气门.你就不会感觉到窜了.suv入弯别那么快,不安全.最后看你喜欢什么.我因为出去玩儿,跑越野所以选择了森林人.车还是很不错的.另外GLC300也是不错的车.除了空间小点儿.   ",负向
"网上看下汉兰达爬坡门,就知道该选哪个车.汉兰达比较均衡,除了空间大基本没啥特点.森林人个性特点明显.",正向
"买车的时候汉兰达四豪是第一选择,空间大,操控性中等,比较均衡,但加价提车让人太太太反感.森是偶尔路过看到,空间不小,操控性好,视野通透,2.5动力也足够.如果对加价不敏感建议等汉兰达,如果想自己开着舒服可以考虑森.或者去看看科迪亚克(没试驾过,不发表意见)",正向
"买车的时候汉兰达四豪是第一选择,空间大,操控性中等,比较均衡,但加价提车让人太太太反感.森是偶尔路过看到,空间不小,操控性好,视野通透,2.5动力也足够.如果对加价不敏感建议等汉兰达,如果想自己开着舒服可以考虑森.或者去看看科迪亚克(没试驾过,不发表意见)",中性
"如果汉兰达不加价,不实行SB的饥渴营销,我就买了.现在想想幸好没买,一是七座用处并不大,二是城市驾驶森林人要爽太多,三是找停车位时少很多麻烦,四是经常自驾游森林人是最好的选择,五是操控,四驱,通过性汉兰达无法和森比.虽然汉兰达的内饰做工,空间舒适,保值耐用,综合性价高等优点也是森林人无法相比的,但这些都掩盖不了森的主要优点,还是森林人适合我.",负向
"如果汉兰达不加价,不实行SB的饥渴营销,我就买了.现在想想幸好没买,一是七座用处并不大,二是城市驾驶森林人要爽太多,三是找停车位时少很多麻烦,四是经常自驾游森林人是最好的选择,五是操控,四驱,通过性汉兰达无法和森比.虽然汉兰达的内饰做工,空间舒适,保值耐用,综合性价高等优点也是森林人无法相比的,但这些都掩盖不了森的主要优点,还是森林人适合我.",正向
"我的7.5万了,还没有换,要是自己换说实话很费劲,这个两边空间太小了,如果是直列四缸其实是个人都能够换,但是这个没有把握最好别自己换!",负向
"你又想在市区用还要操控,三十万我绝对不会选森林人,不值这个价,市区你要这么好的四驱系统干什么,要是空间要求不太高的我选,Q3,或GLA,甚至是2.0T的途L也比它强,哥们不要密念这个价位的纯进口,没你想象的那么好!   ",负向
"进口的不知道,途观L的配置和空间倒是相当出色,只是接近角和离去角弱于森林人    ",正向
"谢谢.还有就是汉兰达的空间,虽然内饰面包车,但是空间真的是    ",中性
"谢谢.还有就是汉兰达的空间,虽然内饰面包车,但是空间真的是    ",负向
"配4AT的森林人可以算是越野车,升级换代后配了CVT的森林人就只能算是SUV.这话真精辟   我只想说花20大几万买台cvt的suv.真心叫厂家不太厚道了.以前森林人这个价位没有太多竞争对手.现在不如考虑那些八速自动的车型.反正都是suv,加速快,四驱有,省油,空间比森林人大的多.森林人以后不改款真心没销量.醒醒吧斯巴鲁.该好好玩性能车不好好玩.非要玩cvt    ",正向
后排空间是个杀手锏.看看选择吧,正向
"楼主帖子好像在指南者也发过. 我回复了一下我的看法.后排空间两车本差别没这么大,但指南者后排座椅特别宽,因此后排空间指南者显得更小.对越野有个硬指标攀爬比,两者攀爬比无法比较,还有接近角离去角指南者大, 其余森林人完胜.森林人的攀爬能力也不错,有测试资料说极限是35度,我试驾过33度土坡,不用冲坡就上顶了.",中性
"楼主帖子好像在指南者也发过. 我回复了一下我的看法.后排空间两车本差别没这么大,但指南者后排座椅特别宽,因此后排空间指南者显得更小.对越野有个硬指标攀爬比,两者攀爬比无法比较,还有接近角离去角指南者大, 其余森林人完胜.森林人的攀爬能力也不错,有测试资料说极限是35度,我试驾过33度土坡,不用冲坡就上顶了.",正向
"除非能解决充电问题,不然我暂时不考虑电动车,我们小区有两辆特斯拉,一辆MODEL S75 一辆MODEL X.长途是个大问题,充电桩按在车库里,可是高速续航很尴尬.我建议您如果一家老小的话,可以考虑傲虎,我记得傲虎装了鹰眼.非常不错的安全配制,也可以再等等,等XC60 雷神上市,那个就是真正的安全放在首位的车,当然空间没有傲虎大,傲虎的后排以及后备箱那是真的大~!!!   ",正向
"相比你的马自达,颜值差,动力差,油耗高,异响多,操控差, 08年的一旦维修起来配件要命的贵,必换的一套正时大概2000多.除非你懂修车,会找拆车件.08年的国三排放,将来出手都不容易.2.0的应该不如你的1.5动力好…唯一好的大概就是空间大点吧,通过性强一点,否则真没必要换车,09款车主真心话…",负向
"探界者如果不注重内饰材质的话可以考虑,动力好,配置高,空间大,但是内饰全塑料.    ",负向
"探界者如果不注重内饰材质的话可以考虑,动力好,配置高,空间大,但是内饰全塑料.    ",正向
等新crv上市再考虑买不买!现款太难看空间感觉比森稍大一点,负向
等新crv上市再考虑买不买!现款太难看空间感觉比森稍大一点,正向
"既然开马自达肯定,必须是xt啊,汉兰达空间却是不错但是开起来实在是......",正向
"既然开马自达肯定,必须是xt啊,汉兰达空间却是不错但是开起来实在是......",负向
"RAV42.5,比奇骏后排空间大,操控比奇骏好",正向
"xt啊,又灵活,又有动力,还能轻度越野,汉兰达除了空间大点没有啥了,那么大,停车不方便",正向
"从配置看,森更偏向越野机械手刹,更高的离地间隙.虎偏向城市电子手刹,远近光自适应,并线辅助等.看LZ的需求了",中性
"我当时管道都交定金了,等了1个月,加价2万,退了买的森林人.其实如果你预算够的话可以上沃尔沃xc60啊,最低配配置可以,落地32多点,跟管道价格差不多,比它爽太多了",中性
"斯巴鲁全球执行统一品控标准,美规,日规,中规版本基本一致,外观和内饰及配置方面略有差异.国内斯巴鲁销售基本由庞大集团垄断,所以选择性比较唯一.",中性
那车辆的性能配置太高了,正向
斯巴鲁有2.0 2.5 2.0t 2.5t 3.6 不同市场不同配置 森林人在美国没有2.0 日本没2.50.66t 1.0 1.0SC和1.6t都只在日本市场用.,中性
"你好我也看中了这款配置的森林人,你多少钱买的,有没有送啥?我这边只优惠2000元",中性
"原来我也想买发现神行的,觉得外观好看,品牌过硬.但据反映小毛病多,而且比森林人贵不少,最低配置根本看不上眼,全时四驱也不如森林人.所以实惠点还是森林人,要地道点的路虎得顶配级别的,这价格就差别大了.",正向
"原来我也想买发现神行的,觉得外观好看,品牌过硬.但据反映小毛病多,而且比森林人贵不少,最低配置根本看不上眼,全时四驱也不如森林人.所以实惠点还是森林人,要地道点的路虎得顶配级别的,这价格就差别大了.",负向
"最主要是本来的配置日本是有的,但到中国为什么连选装都不行,直接说没有,有点心里过不去,好像就是觉得小日本就是不想让你用的感觉.    ",中性
"高科技配置把人惯坏了,只依赖仪器,仪表.我的车不烧机油也会隔一段时间看看油尺,副水箱水位正常有时也要打开水箱盖看看,这个我有教训,145000公里时在广西遇到水箱开锅,就是副水箱水位正常,但时间久了道路颠簸,水箱上盖开裂,无法从副水箱抽水补充引起开锅,在山区没办法只能跑十来公里加一次水.一直到崇左.",中性
"国外好多可以选装,国内只有固定配置.但是能配上一些安全附助还是好.",中性
"没有别的意思,只是这个价位基本该有的东西都有了,性价比蛮高的,希望森林人以后再丰富些基础配置,别的不说加个后排出风口,日行灯,把个山寨导航换个正常点的,这是些很基础的配置,不为过吧",正向
"没有别的意思,只是这个价位基本该有的东西都有了,性价比蛮高的,希望森林人以后再丰富些基础配置,别的不说加个后排出风口,日行灯,把个山寨导航换个正常点的,这是些很基础的配置,不为过吧",负向
"比较了很多车,森林人在我的承受范围内是最满意的,我喜欢简单的内饰,不喜欢太多无用的配置,全时四驱非常符合我的要求,开了一年了,挺好的.就是纳闷为什么斯巴鲁销量那么低,我们这里却很多开的,我们小区就有七八辆.",正向
"比较了很多车,森林人在我的承受范围内是最满意的,我喜欢简单的内饰,不喜欢太多无用的配置,全时四驱非常符合我的要求,开了一年了,挺好的.就是纳闷为什么斯巴鲁销量那么低,我们这里却很多开的,我们小区就有七八辆.",负向
"据说14款以后烧机油的问题改观不少,漏油的应该不多,拉缸那是个人问题了,保养和同价位车比起来不贵,但是配置不高,隔音不好而且偶有异响,如果有强迫症的还是慎重.    ",正向
"据说14款以后烧机油的问题改观不少,漏油的应该不多,拉缸那是个人问题了,保养和同价位车比起来不贵,但是配置不高,隔音不好而且偶有异响,如果有强迫症的还是慎重.    ",负向
"从配置的个人爱好讲,后座出风口和车窗一键升降(含钥匙控制)缺失有点遗憾,毕竟成本很少且很实用.像神车途观乞丐版省中央扶手才会省后出风,有扶手只是排个管子的事,宁愿后排电热换后出风.",负向
"这个还真不太懂,都是从事多年改日系车的朋友建议的,不下赛道这个配置已经是顶级了,再贵的他说没必要,现在的轮毂和轮胎也用不到    ",正向
"25豪华羡慕,当时没尊贵就提豪华了,多的配置还是很实用的",正向
"理论上是可以,但前提条件是胎压信号接收器要和ECU有通讯,并且允许把数据传送到OBD接口.不知道通用的车是不是已经这样配置了,因为美国已经立法胎压监测为强制性配置,通用在这方面比较超前.   ",正向
"真心建议上2.0时尚,预算不足可以想办法再抽1万,多出的配置很值得.防止落地几个月后手头有余而后悔.",正向
"买飞度可以帮你问问价格,哪个配置的?    ",中性
"2.0手动的四驱结构和2.0,2.5自动挡四驱结构有些差别.2.0,2.5自动挡低配没有手动模式,高配有手动模式.2.0T有超级运动模式,别的配置没有.",中性
"配置是低了点,就感觉发动机好点    ",负向
"配置是低了点,就感觉发动机好点    ",正向
"蔚蓝的做工还是不错的 ! 不过要上畅行,配置才算丰富  畅行的价格 可以上傲虎了! 畅行有acc  傲虎有es 各有千秋  确实纠结! 哈哈",正向
"蔚蓝的做工还是不错的 ! 不过要上畅行,配置才算丰富  畅行的价格 可以上傲虎了! 畅行有acc  傲虎有es 各有千秋  确实纠结! 哈哈",负向
"中肯的建议,去退掉吧,不然你绝对会后悔,昂科威才适合你,它的配置和品牌都是抓住了中国人的心里的,市场调研做的好.但是,它的华而不实和森林人是森林人准车主所嗤之以鼻的.",负向
"大家为什么这样回复呢,青菜萝卜各有所好.我选择的是森林人,就是买它的机械性能.你看配置就买昂科威.这二款车你都开下,感觉会告诉你更喜欢哪辆.车子买了要开个几年的,不要勉强.",正向
"底盘一样,四驱一样,同样的CVT,就是动力有差异,配置有增减",中性
"你说的这些配置现在都是很多车的标配吧,不放心可多去试驾比较再下决定     ",中性
我对配置要求还是挺高的 换CT 还有一个原因就是手动调节不能忍 而且超过30万买车我觉得对于我个人意义不是很大    ,负向
"这车是30万内,城市SUV性能可打95分,内饰只能打60分.配置的话打上80分(比上不足,比下有余).    ",正向
"这车是30万内,城市SUV性能可打95分,内饰只能打60分.配置的话打上80分(比上不足,比下有余).    ",中性
"哎,选择综合症,2.0的觉得配置不好,2.5怕烧机油,又想鹰眼出来再买...    ",中性
"森的配置是不咋样,但是国产车和进口车的质量上我宁可相信进口的.不看内饰,需要的是这个价位上的安全感.   ",负向
"森的配置是不咋样,但是国产车和进口车的质量上我宁可相信进口的.不看内饰,需要的是这个价位上的安全感.   ",中性
"国产确实有,要知道国产车内部的电子配置从来不吝啬,但是又so……what?!说真的我当初也是看中座椅记忆,因为和老婆身高差的比较多,早上她送完小孩回来就轮到到我开去上班,一天最少要调2次座椅,烦死了!差不多价钱的合资或者进口车,有这个配置的真不多……LZ不知道你新选了什么车,我早上试了一下你要转头才能看后视镜的情况,感觉你坐姿真的应该比较大问题-   ",正向
"远近光都是LED,秋就是倒档雷达触发声,特装就是豪华的外观,尊贵的配置",中性
"这个锅,得所有汽车品牌背...所有的汽车厂家,对我国配置选定,南北差异不太重视,,卖南方的车,不给座椅通风,后排出风口,加强空调制冷系统(中东市场平行进口的车,制冷效果更好)……",负向
"我是途观,自由光,森林人三选一,眯眯眼的狼眼我觉着还行,但LD比较排斥,再加上小问题有点多和车重油耗偏大,最后放弃了.神车一块,买新不买旧就是腊肠途观了,配置要顺心得选330骑贱版,算上强奸包得30多万(还是前驱),关键还要看销售的脸色...最终还是LD做主上的森.   ",负向
"我是途观,自由光,森林人三选一,眯眯眼的狼眼我觉着还行,但LD比较排斥,再加上小问题有点多和车重油耗偏大,最后放弃了.神车一块,买新不买旧就是腊肠途观了,配置要顺心得选330骑贱版,算上强奸包得30多万(还是前驱),关键还要看销售的脸色...最终还是LD做主上的森.   ",中性
"配置款式都很好,个人觉得踏板多余,容易弄脏裤腿",正向
"配置款式都很好,个人觉得踏板多余,容易弄脏裤腿",负向
"百家争鸣,现阶段斯巴鲁在中国没有竞争力是事实.有比斯巴鲁配置多厚道朵的车老百姓为何不选.我要是再买车以现在森的车身尺寸价位和变速箱绝对不会选森.而且保有量越小对于车主来说也是负担.配件保险比率二手价格都是问题.    ",负向
"建议17奇骏至尊,新款的外观,内饰肯定认可度高,主动安全配置比森强,日行装逼利器和后排出风比森强.我也中途插看过奇骏,但是我个人不喜欢日产这个牌子,说服不了自己深入下去...",正向
"说得好! 我给家里领导也是这么说的.听完的我说的,她总结到:你买了辆外观丑,配置差,噪音大,还颠的车?我说把钱花在看不见的地方的车才是好车   ",负向
"如果不是特别喜欢森林人的话,还是奇骏吧,不说配置上的差异,以后养车成本也差不少.",中性
"我也在纠结这个问题,2.4高性能版本据说是通过JEEP越野评级认证啥的,挺牛的,配置非常高,但是真心外观太小,森林人感觉综合素质要更棒,说归说,仍然纠结中...",正向
"我也在纠结这个问题,2.4高性能版本据说是通过JEEP越野评级认证啥的,挺牛的,配置非常高,但是真心外观太小,森林人感觉综合素质要更棒,说归说,仍然纠结中...",负向
"要我的话首选森林人,皮实耐用这是最重要的,其次我选途观,途观的销量就凸显了这车的价值所在,冠道就算了,可怜的配置还加价,我宁可花20万去买长城的VV7,虽然我现在这几辆车任何一个都买不起,但是也无法阻止我评论",正向
"自动启停就是鸡肋,这个车就不该有这个配置,别的车都是自动启停启动以后刹车辅助也跟着启动,自动回到N档,起步时候一踩油门发动机启动,刹车自动解除",负向
"楼主说的都是事实,还有很多别的毛病,2.0靠谱点但是动力差配置挫,20t虽然动力强不烧机油但是对油品要求高,比较娇贵.总之这个车子自己要多加细心呵护,车子本身的行驶性能是很棒的.",负向
新上市的探界者2.0T 科迪亚克2.OT 都很不错 价钱跟2.5的森林人一样 动力要好的多 配置也高的多   ,中性
新上市的探界者2.0T 科迪亚克2.OT 都很不错 价钱跟2.5的森林人一样 动力要好的多 配置也高的多   ,正向
"按预算2选1的话,对动力,配置有需求就选2.5豪导,否则就选销量王2.0时尚(大部分人还是偏城市用车,偶尔自驾游一下).",中性
"这是汽车之家实测2.0和2.5的0~100KMh加速时间,我老车是经典福克斯1.8自吸4AT,0~100加速12秒.我从预算,配置,动力综合考虑后,撸了2.5的.你也可以跟自已的老车作下比较,汽车之家的车型详解里都有.",中性
"当然是较大排量的低配车型啊,一些配置可以后续在汽配城或某宝搞定,换大排量的发动机代价就太大了.    ",负向
"CRV的离地间隙137mm,你可以接受吗?因为CRV,RAV4,奇骏是合资车型,比同排量,同配置的森林人优惠后落地价格便宜3到5万元.森林人是小众车型,优惠力度小,导致性价比不高,建议谨慎购买.    ",正向
"三大件都一样,不追求大灯轮胎等配置,豪华就可以了",中性
"尊贵性价比高,少的配置后期再加也不便宜,还折腾时间,其实主要看你在不在意用那些钱买尊贵的外观,要在意外观就果断尊贵,不在意豪华就挺好,要么上特装也不错",正向
"奇骏配置高动力好,森林人操控好四区牛逼点还有进口身份",正向
"奇骏,排量大,配置也高点,适合",正向
"要看看自己的需求.奇骏的动力配置舒适感高于森林人,但性操控性和四驱系统奇骏比不上森林人.",正向
"要看看自己的需求.奇骏的动力配置舒适感高于森林人,但性操控性和四驱系统奇骏比不上森林人.",负向
"奇骏,当时纠结奇骏2.0,没考虑2.5,2.5配置不错.再说奇骏越野能力也不错",正向
这种鸡肋配置有没有无所谓,中性
"个人认为2.5的性价比比较高,虽说贵了3w,首先动力有不少提高,我也是试驾了2.0的后来决定买的2.5豪华,配置也高了许多!",正向
"还是森林人吧,奇峻昨天我看了,实用配置还不如森林人",负向
"呵呵,这个配置充分说明了18款仍不是大改款!!!",负向
"没等到2018款大改款出来再买会后悔得不要不要的,鹰眼,内饰,噪音,乘坐舒适感,音响全面提升得太多太多    ",正向
"可以拆的 要先拆车顶内饰,里面是有螺母的",中性
"傲虎内饰好看,高科技感觉强于森林人,但是森林人操控还是很舒服的.另外傲虎贵了点,看你手头资金多少.我当初也是纠结傲虎和森林人,傲虎内饰吸引我,但是傲虎的行李架实在丑陋的一逼啊.我是外貌协会的,所以选了小森.小森还便宜.   ",正向
"傲虎内饰好看,高科技感觉强于森林人,但是森林人操控还是很舒服的.另外傲虎贵了点,看你手头资金多少.我当初也是纠结傲虎和森林人,傲虎内饰吸引我,但是傲虎的行李架实在丑陋的一逼啊.我是外貌协会的,所以选了小森.小森还便宜.   ",负向
"看你个人咯 觉得需要一键启动 肯定就是特装性价比高 比较还有一个电动尾门,我选择豪华版 因为我个人喜欢钥匙,不喜欢一键启动的 还有电动尾门实在太慢,内饰更是选择黑色,刚刚好符合我的标准,就是我老婆想要电动尾门.",负向
"看你个人咯 觉得需要一键启动 肯定就是特装性价比高 比较还有一个电动尾门,我选择豪华版 因为我个人喜欢钥匙,不喜欢一键启动的 还有电动尾门实在太慢,内饰更是选择黑色,刚刚好符合我的标准,就是我老婆想要电动尾门.",正向
"外观和内饰改动的不大么,外后视镜挺炫的,不知道动力总成怎么样",正向
"外观和内饰改动的不大么,外后视镜挺炫的,不知道动力总成怎么样",中性
"最大的区别是森林人FB发动机烧机油,爆震,风噪大,内饰简陋.......,这些神行却没有",负向
"看完了,看的途中在思考错别字都这么少,难道是百度解析复制过来的--我理解力不好,物理学得不好,大致意思知道了,记住了楼主大哥的一句话,森林人为了控制成本,内饰投入差了,是有原因的,大哥就像是我们读书时的特级教师一样,下面学生没几个,还没有好学生听课",负向
"楼主威武!森林人内饰是差,不过我忍了!北方冰雪路我用好几次了,值啦!",负向
"Lz,内饰是用alcantara皮包的吗?",中性
"是啊,外形改改,内饰改改绝对牛!现在这外形很中庸.而他的内在没有机缘接触过的人很难去理解他    ",负向
"内饰改了也不够,斯巴鲁的底盘质感缺乏高级感,走一点颠簸里马上就能察觉出来了,底盘给人晃和单薄的感觉    ",负向
"我来解释一下吧,帕杰罗劲畅和超级维特拉在内饰,油耗,操控上均完败在一众日系城市suv里,外形被人的接受度也不高,并且在国内长期没有换代,而且更重要的是三菱和铃木的四儿子店稀少.    ",负向
"昨晚看了视频,是驰鹏的换代!18年上,全液晶面板,内饰还是很不错的",正向
"根本不是森林人,就凭这内饰就不是",中性
"2017特装版,我已经提了.在2.5豪华基础上加了一键启动,棕色内饰,电动尾门",中性
